Верхний зуб 1,Верхний зуб 2,Верхний зуб 3,Верхний зуб 4,Верхний зуб 5,Верхний зуб 6,Нижний зуб 1,Нижний зуб 2,Нижний зуб 3,Нижний зуб 4,Нижний зуб 5,Нижний зуб 6,Индекс 1
5.18,5.95,1.03,7.85,7.62,3.55,1.55,3.76,5.08,0.11,9.33,4.06,130.515
6.78,1.44,9.68,5.96,7.7,2.48,7.2,0.98,4.08,6.32,6.94,5.64,109.243
0.41,6.5,2.91,2.35,5.08,2.33,8.77,0.34,5.6,7.48,6.2,5.98,56.968
4.25,2.47,7.52,8.47,2.09,2.77,1.7,0.4,9.18,9.49,9.47,9.5,69.376
2.07,7.09,9.49,2.41,3.61,2.0,1.96,6.41,4.13,8.92,4.39,9.01,76.594
2.02,6.9,6.23,5.21,2.34,0.04,3.23,1.01,5.67,2.04,1.56,5.15,121.865
5.11,3.52,3.95,1.24,6.7,5.25,0.59,4.5,8.58,3.89,9.39,4.13,82.915
7.35,9.77,7.21,6.44,2.21,2.8,4.0,4.77,3.92,9.89,8.72,0.92,111.049
3.68,5.17,5.5,2.86,7.59,9.46,8.56,0.47,4.58,1.3,0.34,0.66,215.336
2.89,0.61,7.47,7.65,6.68,8.46,4.63,7.29,7.83,2.93,8.46,1.82,102.427
2.73,1.63,6.51,8.67,9.46,0.35,0.22,9.79,4.98,9.22,4.87,6.3,82.956
5.44,3.99,4.25,3.08,2.37,1.89,6.56,7.27,9.47,3.38,5.54,1.98,61.462
8.18,4.7,7.17,1.06,8.01,5.84,8.45,4.29,7.36,5.38,9.09,6.89,84.322
3.94,0.06,7.12,5.8,8.61,7.67,3.98,1.56,6.35,7.59,3.76,8.73,103.847
0.35,9.75,5.93,4.34,0.3,3.39,8.93,8.53,2.38,1.27,6.31,7.73,68.450
6.29,7.55,2.98,8.6,8.79,2.2,1.69,6.11,4.76,5.44,9.16,9.9,98.246
9.72,0.73,2.47,0.03,0.34,4.69,3.33,9.41,3.24,9.86,5.05,6.25,48.411
4.62,0.05,6.08,3.54,8.84,9.34,3.57,3.72,7.54,8.61,3.26,9.35,90.069
4.05,9.8,7.69,5.68,3.49,9.67,2.16,1.5,5.31,8.28,9.16,9.05,113.875
0.24,2.34,4.04,1.75,5.73,2.72,0.92,0.87,1.48,7.7,0.35,2.19,124.500
0.78,6.5,7.66,3.29,2.4,9.52,6.38,2.14,5.77,8.18,4.05,2.75,103.006
2.85,6.58,3.03,2.9,5.67,4.9,0.79,4.02,3.31,4.94,3.8,5.56,115.656
8.45,2.63,0.37,2.09,0.49,7.27,2.92,2.73,5.13,3.75,2.36,6.69,90.331
6.48,3.09,9.92,3.12,2.59,5.45,9.42,9.04,9.54,3.46,3.07,3.98,79.590
5.5,2.09,4.33,4.53,7.0,7.83,2.15,3.81,6.09,4.89,7.76,9.5,91.462
9.73,1.31,9.74,2.84,6.55,3.32,5.36,1.66,4.36,6.31,7.61,5.4,109.088
9.85,1.33,3.2,7.83,5.53,4.06,5.52,0.33,8.53,9.49,0.74,9.79,92.442
4.75,2.44,1.98,1.25,4.64,6.91,3.65,7.59,0.55,2.96,2.86,0.05,124.405
4.24,3.61,3.55,3.29,7.34,8.57,3.82,7.91,0.93,3.67,6.64,5.64,106.956
6.64,0.74,5.95,3.05,3.92,1.61,3.49,7.81,8.83,1.16,5.55,3.24,72.839
9.52,9.82,8.31,8.01,7.85,4.77,2.89,6.42,5.06,7.44,9.79,5.66,129.576
9.34,7.08,0.15,2.08,0.65,2.76,2.16,0.52,1.37,6.98,2.07,3.74,130.998
4.29,3.18,4.66,7.13,1.33,1.02,5.45,8.78,7.86,3.05,1.34,7.75,63.132
6.33,3.07,5.37,8.13,1.97,7.95,0.02,0.4,0.42,4.87,4.96,9.32,164.182
7.43,6.05,4.84,8.08,3.93,3.96,8.79,1.85,1.49,9.95,5.03,9.83,92.826
4.68,5.21,2.22,2.32,1.49,3.17,9.7,0.19,8.48,9.98,2.69,8.23,48.612
9.99,1.88,4.01,1.34,1.28,4.23,7.16,6.39,3.73,4.84,6.62,5.6,66.191
0.89,8.73,5.01,4.12,6.27,5.6,1.19,1.89,0.39,4.25,7.59,3.69,161.158
7.46,4.42,3.13,6.6,0.58,8.18,0.4,0.67,5.71,0.65,1.52,4.05,233.615
3.86,2.88,3.0,7.41,2.66,8.31,4.73,7.95,4.38,1.91,3.84,9.21,87.820
2.18,0.17,7.8,6.47,5.52,0.45,1.45,7.17,9.69,4.6,9.67,1.36,66.559
9.55,6.1,6.16,4.17,6.44,5.97,4.22,6.08,3.82,6.59,5.4,7.98,112.614
4.82,5.47,4.55,1.22,3.27,3.41,8.42,2.62,7.28,1.8,4.9,8.99,66.863
3.89,5.8,4.68,7.49,2.76,7.12,4.55,0.25,8.26,7.12,9.69,3.5,95.115
1.76,6.28,3.32,9.48,8.56,2.19,8.8,3.05,7.75,8.76,3.12,5.07,86.430
4.1,5.95,0.65,6.62,5.24,6.0,9.12,1.9,3.01,4.41,9.51,9.29,76.692
5.4,9.1,2.05,3.26,1.37,6.54,2.62,9.59,9.37,3.0,7.89,3.62,76.808
0.26,7.69,7.69,9.27,8.29,9.36,0.26,2.64,6.32,6.63,6.84,3.67,161.457
9.27,7.27,1.44,2.69,8.85,5.5,8.18,5.83,1.65,2.32,1.63,1.18,168.446
9.65,8.46,4.16,4.02,4.12,1.2,9.6,7.2,5.3,7.03,4.91,1.46,89.042
6.99,9.53,0.7,2.79,1.45,7.25,2.48,7.98,0.12,8.7,1.45,3.78,117.136
2.72,3.42,5.86,4.34,7.76,5.02,1.37,2.52,3.88,7.85,4.64,1.32,134.940
0.37,5.05,2.59,2.57,9.95,0.66,7.71,3.99,6.71,3.57,5.21,4.34,67.206
3.43,7.22,7.35,6.65,1.7,9.19,7.85,6.23,1.11,4.94,6.34,4.2,115.879
6.66,8.26,2.05,5.22,7.13,1.27,0.92,6.78,2.3,6.28,9.22,4.51,101.933
2.73,6.83,0.03,3.82,9.21,9.43,2.9,7.44,1.05,7.06,1.75,7.4,116.123
7.87,0.59,9.48,6.23,8.0,6.56,6.44,4.33,5.86,0.27,3.01,4.2,160.639
3.75,2.02,2.39,0.4,4.24,0.68,6.06,0.31,4.57,4.45,3.73,2.15,63.376
4.85,3.6,1.61,7.65,9.75,5.16,5.65,2.94,5.58,9.27,2.29,9.05,93.790
4.34,6.59,5.25,8.8,6.57,9.06,5.62,7.85,0.88,7.22,8.65,2.57,123.849
5.72,8.86,3.69,7.46,1.53,1.77,0.73,5.07,6.84,2.67,1.67,1.24,159.330
5.75,1.97,3.1,2.34,8.76,5.78,7.01,8.83,9.58,6.88,2.82,8.79,63.084
8.55,5.6,9.86,7.99,4.83,2.89,6.27,7.05,4.03,2.59,6.04,1.65,143.757
6.79,6.13,9.52,0.99,6.94,4.0,1.92,6.23,7.8,7.7,4.22,4.59,105.884
9.24,6.95,1.31,4.26,6.52,2.2,4.56,2.17,9.81,5.17,8.68,5.82,84.176
8.07,0.7,0.88,9.15,1.71,9.55,1.36,9.02,3.96,6.23,0.47,9.21,99.372
4.76,2.02,4.58,5.71,3.22,4.25,2.11,6.77,4.4,0.64,1.5,2.84,134.392
4.38,6.76,6.07,6.27,6.28,6.59,0.76,6.78,0.05,3.26,1.99,8.35,171.543
4.12,0.58,6.3,1.47,3.26,7.12,8.88,2.51,2.68,9.76,2.34,1.73,81.900
2.43,9.08,2.25,6.9,8.29,5.46,2.12,3.43,2.3,8.44,4.17,0.96,160.644
0.08,3.19,4.44,7.41,7.14,7.26,3.3,8.63,2.4,6.28,2.79,0.34,124.347
0.88,5.67,9.26,3.49,0.64,8.28,4.55,8.14,3.2,6.66,6.19,6.32,80.491
8.37,8.61,5.24,8.39,5.34,1.0,8.77,7.59,8.56,7.68,1.76,9.73,83.806
1.13,6.73,4.61,7.63,5.75,4.71,3.97,6.66,7.64,6.26,0.74,0.95,116.552
0.4,8.5,5.37,0.61,1.63,2.54,8.93,1.2,3.12,8.61,3.38,8.39,56.646
0.09,3.62,5.01,3.02,4.09,3.95,1.94,0.05,7.15,1.39,2.52,9.72,86.869
4.6,8.2,3.65,0.19,2.8,4.7,8.24,2.2,7.28,7.54,3.48,5.32,70.875
0.35,9.43,8.66,2.33,1.5,2.7,9.05,9.16,5.42,3.34,6.56,2.96,68.430
3.99,1.78,2.34,9.85,2.99,6.96,9.59,7.12,8.97,2.5,5.2,6.64,69.740
0.82,9.59,5.57,9.13,2.17,0.44,2.35,4.03,1.85,7.49,1.09,7.87,112.318
6.28,4.91,9.67,4.53,3.5,8.57,1.98,4.57,4.7,1.34,9.09,9.96,118.394
8.49,5.66,8.04,6.68,7.94,7.16,8.67,1.9,9.77,3.42,6.65,3.61,129.248
0.25,8.69,6.81,9.45,2.35,3.99,9.53,2.29,2.61,2.69,8.44,1.06,118.482
3.26,7.96,4.43,6.84,9.15,8.83,3.69,0.76,9.96,9.09,7.48,4.73,113.330
0.88,2.77,6.14,0.33,4.78,5.5,5.82,8.14,9.1,0.02,1.53,4.73,69.530
5.56,4.09,8.07,1.24,0.18,3.53,0.66,4.68,2.21,5.91,4.26,2.79,110.531
2.2,7.01,2.9,9.18,4.19,2.72,9.45,1.69,7.89,1.65,4.52,8.09,84.710
5.94,7.62,7.29,4.68,7.43,0.31,2.54,9.35,3.6,9.48,6.72,4.62,91.628
6.89,6.43,9.24,7.19,4.47,7.55,9.79,6.21,4.54,5.33,3.49,4.37,123.836
3.25,6.2,3.84,1.36,0.88,6.07,8.21,0.54,0.11,7.58,2.8,2.81,97.959
0.17,9.79,1.86,1.47,6.23,1.17,5.37,4.26,3.0,9.8,2.24,3.24,74.131
4.52,8.38,1.0,4.04,7.72,7.76,5.32,2.62,8.3,7.18,3.11,1.57,118.932
7.89,3.87,8.92,1.57,2.22,3.72,5.9,1.86,7.15,1.81,5.93,8.5,90.498
6.22,9.26,6.49,3.79,4.66,0.68,2.17,5.63,7.04,7.31,1.48,7.25,100.712
3.57,1.27,5.86,7.78,3.55,7.61,3.62,8.29,4.4,3.76,9.25,4.75,86.997
2.49,7.33,2.51,2.29,4.28,3.54,3.48,8.25,5.88,0.22,1.39,0.14,115.909
4.92,5.27,8.47,7.29,8.41,9.08,3.53,7.09,3.22,4.0,6.33,0.36,177.089
4.16,7.67,3.26,9.75,9.68,8.01,3.68,9.71,7.82,8.08,9.47,4.76,97.725
6.51,3.41,5.78,0.92,8.02,4.06,2.03,6.26,9.59,8.89,9.87,9.44,62.283
4.87,7.75,9.11,6.51,4.49,9.09,4.67,6.22,7.53,4.57,0.41,9.72,126.268
6.31,4.79,2.98,9.17,4.12,9.63,5.57,7.66,9.87,5.01,7.85,3.44,93.909
7.01,9.43,6.21,5.65,9.42,0.17,0.62,2.99,4.17,6.97,8.64,4.42,136.246
4.13,2.35,9.98,4.68,3.84,4.82,3.79,3.26,0.16,9.78,5.19,3.55,115.818
9.83,9.67,0.02,7.05,8.89,2.45,6.14,2.78,5.44,7.42,4.71,8.81,107.394
0.7,3.45,1.99,8.87,3.95,9.93,5.16,4.23,3.37,1.71,5.51,3.99,120.526
8.63,4.72,4.76,7.59,9.32,5.45,3.96,6.7,7.21,6.45,9.15,4.85,105.611
7.01,3.36,0.91,3.73,2.58,7.27,9.88,1.33,5.26,1.21,1.83,9.27,86.379
0.73,2.53,0.45,2.41,0.86,3.79,8.49,8.05,2.05,3.17,9.92,2.68,31.345
7.25,2.71,2.95,0.74,2.11,1.72,1.12,1.3,5.86,4.63,1.87,4.62,90.103
2.69,1.31,3.74,3.8,7.64,2.04,2.23,8.76,0.98,5.02,6.1,4.81,76.057
1.77,9.66,6.74,7.35,8.64,0.08,9.89,6.63,9.96,1.75,2.84,9.91,83.553
1.36,1.72,0.41,5.86,5.12,6.55,7.93,9.08,8.45,6.21,6.36,0.69,54.287
1.82,3.89,9.02,9.91,4.41,8.28,9.97,4.85,5.34,9.76,1.31,6.35,99.335
7.66,3.2,9.74,2.69,0.54,2.3,3.05,6.7,9.16,2.19,8.24,0.77,86.782
0.33,5.27,8.47,9.01,3.97,2.96,7.5,3.74,4.98,7.15,5.28,5.51,87.851
1.73,3.7,3.08,7.85,2.6,5.32,9.73,8.74,3.64,6.53,8.74,2.82,60.398
2.26,4.16,4.87,1.43,5.1,7.26,8.47,4.04,7.6,2.59,9.63,2.58,71.842
6.68,0.5,7.91,3.91,1.58,5.11,1.83,7.08,4.16,4.76,2.69,5.81,97.569
6.76,5.82,9.18,2.99,2.78,0.53,2.45,8.69,2.22,3.97,9.1,6.95,84.062
7.5,1.86,2.56,8.6,8.29,6.83,1.01,8.89,7.42,9.55,6.15,3.84,96.690
7.19,3.25,0.65,6.12,2.38,7.95,0.09,5.25,5.87,7.57,2.12,4.05,110.381
1.47,1.77,9.9,0.61,8.51,5.72,1.81,0.87,6.08,3.09,8.36,4.61,112.732
0.98,3.17,9.02,9.22,3.97,9.07,6.03,9.22,2.8,2.67,6.53,4.13,112.906
1.93,9.56,1.0,9.18,5.05,7.29,0.26,1.25,4.84,0.91,7.73,1.49,206.371
4.04,9.88,2.9,0.52,3.81,4.36,1.76,7.63,6.51,0.64,4.39,7.08,91.075
7.83,8.26,0.48,5.58,7.84,0.8,9.01,6.67,1.61,4.13,9.93,7.67,78.908
1.68,7.7,9.85,3.12,4.91,0.17,2.09,6.36,7.1,2.03,8.5,9.32,77.486
3.83,9.88,0.15,8.31,7.84,2.49,9.08,8.77,3.54,3.78,3.02,6.46,93.795
0.36,6.17,6.05,6.88,5.03,5.11,0.35,9.75,3.03,0.09,1.34,9.32,123.953
3.69,8.65,2.98,0.41,5.86,9.06,8.49,5.81,2.76,8.76,4.37,3.07,92.153
2.05,3.55,4.93,6.01,6.38,1.94,9.28,1.16,8.12,1.67,8.71,5.58,72.016
1.94,5.67,5.1,0.25,2.68,2.9,4.57,4.82,0.96,8.78,3.79,6.47,63.083
9.69,6.76,5.25,7.82,4.98,4.61,5.42,4.96,1.97,7.66,9.84,3.68,116.642
7.6,6.4,9.65,9.86,9.51,5.42,2.7,1.25,3.6,9.18,5.81,3.1,188.924
2.45,4.37,7.08,9.14,7.77,9.46,8.93,1.75,2.39,2.97,3.58,1.86,187.477
3.24,3.3,8.72,1.21,0.93,8.56,5.34,6.64,9.39,5.48,3.32,1.61,81.687
2.0,3.5,2.29,0.14,0.9,8.65,6.5,8.95,4.88,2.41,9.69,9.73,41.461
3.76,2.31,0.43,0.11,5.41,7.11,8.11,1.03,3.16,3.41,4.26,0.52,93.363
5.69,3.49,9.84,4.32,2.66,3.95,0.51,7.79,7.16,1.1,3.71,0.77,142.348
7.42,3.8,7.67,8.61,3.42,3.95,0.39,8.69,4.63,0.57,0.18,9.25,147.069
7.49,7.53,1.63,1.58,8.43,3.35,6.96,0.96,1.02,4.98,9.06,8.26,96.063
4.98,3.71,3.84,2.95,6.03,0.26,1.45,2.96,1.14,3.56,4.0,8.94,98.730
4.07,7.66,3.24,0.66,0.09,1.3,9.23,2.05,1.0,8.75,5.83,6.61,50.852
0.89,3.71,4.13,5.35,8.46,9.41,8.22,1.62,1.94,9.19,6.99,3.88,100.345
5.22,9.0,3.41,6.99,8.21,9.2,5.11,5.59,9.08,7.33,7.1,4.97,107.274
1.75,8.62,8.59,2.07,0.11,7.66,6.75,6.94,7.43,4.43,5.05,6.67,77.274
7.09,5.01,0.95,9.54,2.78,8.53,8.24,1.88,7.36,4.56,3.58,0.09,131.855
5.02,1.0,2.95,6.2,8.09,0.32,1.74,6.84,5.5,0.38,0.26,6.52,111.017
8.3,7.83,1.34,9.83,7.96,2.59,3.34,6.83,8.46,0.79,4.22,1.64,149.723
2.17,0.46,0.14,4.1,6.62,7.16,4.52,1.65,4.19,6.08,0.06,9.7,78.817
4.59,8.21,8.29,1.75,1.25,1.06,9.79,1.8,4.59,9.39,8.24,1.6,71.025
4.28,3.27,2.22,9.4,8.33,0.45,8.61,3.58,2.78,7.47,2.69,1.26,105.911
5.97,5.67,1.8,4.88,2.91,7.31,2.84,1.94,5.9,7.45,6.27,2.8,104.926
8.59,6.43,6.77,0.36,3.12,9.04,5.0,2.87,0.96,1.99,7.26,3.3,160.477
9.68,7.46,2.76,6.27,2.78,0.85,4.05,6.51,6.68,1.58,9.61,1.76,98.708
6.46,3.4,5.09,1.85,0.91,8.38,9.33,7.7,9.96,9.77,3.1,4.52,58.788
3.91,1.96,1.27,5.13,5.49,8.63,3.62,7.13,5.62,3.63,5.68,9.43,75.164
1.37,8.33,1.12,5.06,5.61,0.67,9.66,5.78,0.57,1.7,4.58,4.69,82.135
6.88,1.52,5.29,6.28,7.24,2.31,6.7,6.8,9.05,0.96,5.83,0.35,99.427
8.97,0.23,9.32,0.41,8.31,3.17,9.77,5.47,4.19,4.94,3.38,3.38,97.687
6.78,5.09,4.68,1.75,2.18,7.89,4.68,0.6,6.56,9.74,8.24,1.05,91.902
4.92,3.28,9.37,1.27,1.03,8.98,1.04,1.89,2.72,8.69,2.12,0.98,165.424
5.04,5.52,5.75,9.17,3.49,1.61,6.42,0.34,3.78,0.56,5.21,7.9,126.311
3.75,0.67,0.54,5.14,4.06,7.85,5.18,4.79,9.4,5.26,5.42,2.41,67.807
1.34,1.06,4.83,2.5,6.37,8.96,9.45,4.14,7.41,6.24,3.05,3.9,73.296
6.46,2.04,6.77,9.24,6.52,5.15,8.28,6.64,7.3,9.8,7.93,4.36,81.652
8.19,2.16,6.39,7.61,1.56,5.48,3.87,3.64,4.1,6.94,2.07,1.68,140.762
7.66,6.98,8.2,8.0,4.05,1.91,6.39,0.64,3.55,2.94,2.03,8.46,153.269
3.05,3.4,1.01,4.96,2.47,1.5,1.57,2.81,1.4,1.85,2.41,3.48,121.228
2.88,3.27,3.6,6.76,3.28,9.62,3.84,8.46,7.25,6.08,0.1,6.93,90.049
6.04,7.37,2.21,6.44,4.84,9.85,5.61,6.15,5.95,0.31,9.54,2.11,123.862
4.61,2.22,4.71,8.09,3.99,0.31,3.02,6.45,9.52,0.22,4.63,6.07,80.007
4.8,1.35,3.32,6.51,7.11,1.34,1.77,3.58,0.36,4.27,6.24,1.06,141.377
4.94,4.39,4.57,3.93,8.4,0.9,5.2,4.68,1.13,6.26,3.68,3.12,112.713
8.65,8.43,0.71,1.1,1.23,0.97,2.32,0.8,6.48,0.89,9.62,6.73,78.577
5.41,7.15,6.27,8.2,7.35,6.09,6.3,7.43,7.39,3.15,6.04,8.96,103.056
0.44,2.42,8.21,7.93,3.7,5.66,5.46,7.58,3.55,5.13,5.74,0.24,102.383
3.34,0.42,1.93,5.77,9.84,1.21,7.13,0.18,6.46,9.15,0.61,5.81,76.721
1.44,6.26,8.38,8.6,0.7,5.45,7.54,3.19,7.29,1.35,6.48,4.6,101.248
9.58,7.71,4.58,8.86,6.24,0.84,5.4,7.06,9.78,8.08,9.48,4.55,85.254
5.8,6.21,4.89,1.9,4.41,2.72,3.74,5.33,4.27,2.77,6.53,9.19,81.464
6.08,4.88,9.94,5.95,0.75,1.51,4.24,6.75,5.61,3.26,1.18,1.11,131.422
3.35,6.7,1.01,2.14,1.86,6.12,4.31,7.85,3.26,7.16,5.72,8.34,57.806
7.48,3.88,1.11,0.67,5.05,1.53,8.05,5.82,6.79,4.34,9.59,6.13,48.428
5.97,7.28,1.42,9.88,3.09,2.03,0.69,5.14,0.75,1.89,5.48,5.16,155.259
2.86,0.02,4.39,1.64,9.28,6.1,5.95,9.97,2.78,8.47,2.02,7.96,65.384
9.46,5.64,7.77,6.27,4.37,0.96,2.79,7.95,9.65,0.83,2.04,7.27,112.905
4.49,7.44,2.4,8.15,4.69,0.22,1.75,7.25,1.8,4.81,4.23,4.87,110.846
4.8,6.19,7.28,5.69,7.03,8.98,1.1,7.18,6.81,5.5,5.96,0.42,148.202
4.24,3.23,8.02,0.98,0.09,0.91,2.92,2.26,2.81,2.97,8.13,1.7,84.031
1.18,6.32,4.03,7.75,9.55,9.6,8.21,4.05,9.62,0.65,8.62,2.85,113.029
4.26,4.29,4.79,8.07,5.49,3.44,0.25,2.98,0.79,3.39,8.25,7.22,132.605
4.32,7.33,0.84,0.19,4.44,1.16,6.96,5.9,7.51,1.43,9.14,3.67,52.817
5.04,0.26,5.04,1.29,9.02,2.23,4.54,4.11,1.95,8.47,3.69,7.43,75.787
4.61,2.23,5.54,6.56,1.22,8.72,0.12,5.93,4.53,3.17,1.6,1.17,174.818
3.57,8.83,0.14,9.15,7.74,3.81,8.06,8.44,8.04,4.37,5.64,7.38,79.275
9.22,1.61,5.53,2.64,4.76,2.0,6.21,4.55,6.34,1.29,1.7,5.93,99.001
4.88,2.59,7.26,5.34,3.56,5.42,6.62,2.83,0.1,0.73,6.71,7.28,119.695
4.69,8.37,1.56,5.24,7.84,5.22,3.71,9.93,6.63,8.77,1.66,6.3,88.973
7.45,2.25,0.28,9.32,1.95,4.89,2.9,6.67,5.93,6.13,4.12,8.37,76.612
3.46,3.57,4.19,4.64,6.71,1.38,4.55,9.66,0.25,7.78,0.67,1.6,97.715
6.24,8.39,8.15,2.33,5.58,5.25,0.6,2.78,2.18,8.66,4.59,6.76,140.555
7.48,9.43,0.68,0.71,4.37,9.2,1.45,8.77,3.47,0.41,6.11,2.55,140.026
9.43,9.9,3.17,3.41,7.44,0.08,8.66,7.69,0.93,4.96,8.9,0.88,104.403
8.03,3.36,1.83,4.13,5.35,7.55,7.6,7.12,2.24,5.6,2.94,3.64,103.809
2.9,2.74,8.21,2.22,5.12,7.14,4.63,5.64,1.3,3.9,8.72,3.02,104.116
7.16,9.64,4.63,8.18,5.05,4.7,8.09,9.53,5.95,7.65,8.62,1.77,94.593
5.93,1.86,6.31,5.24,1.16,0.75,9.66,0.44,5.12,2.27,2.89,7.23,76.965
6.91,4.56,3.41,7.24,9.1,1.56,9.36,8.08,9.68,8.34,2.77,8.33,70.404
4.58,2.05,1.83,3.11,9.52,6.36,5.05,1.31,5.44,1.33,6.26,5.71,109.363
4.23,6.15,8.65,3.37,9.19,7.09,6.94,2.8,1.55,2.08,2.61,1.49,221.408
1.03,6.4,5.59,3.83,8.85,3.62,4.55,4.03,2.9,0.79,7.15,0.04,150.668
6.36,6.59,6.5,9.1,6.75,6.38,4.67,6.6,1.19,6.57,8.71,9.54,111.803
4.61,2.31,9.33,4.6,6.82,6.91,4.6,7.29,5.5,6.47,2.22,4.14,114.428
2.96,9.76,6.67,8.35,2.1,5.99,2.68,0.66,3.2,9.47,8.11,7.41,113.638
2.95,2.28,4.24,3.88,6.64,3.83,5.55,3.56,4.97,4.89,0.18,1.2,117.052
1.63,3.2,2.37,4.36,8.79,9.95,4.64,6.27,3.09,8.38,8.47,4.13,86.621
0.52,7.63,9.84,1.32,8.7,7.58,4.63,5.77,5.8,9.37,5.72,4.02,100.793
6.4,1.68,9.79,0.4,4.8,3.04,9.26,8.28,8.86,9.91,1.65,5.3,60.356
1.25,5.04,4.45,7.04,5.3,2.23,5.73,2.64,0.76,0.35,4.81,4.71,133.211
9.69,4.98,1.0,0.97,6.0,7.18,3.84,7.9,3.27,9.61,5.16,7.9,79.140
9.96,0.54,0.9,2.97,2.71,7.33,2.95,7.48,9.54,8.37,7.57,9.22,54.088
1.78,8.2,4.48,2.28,0.96,8.5,7.52,1.55,6.08,8.03,7.0,8.62,67.526
7.39,5.47,6.54,4.57,7.56,5.8,2.75,3.11,0.97,4.6,2.84,1.41,238.074
5.1,1.7,0.88,4.27,2.72,4.2,6.82,9.1,8.73,4.27,4.33,3.53,51.305
5.05,9.68,6.29,8.3,5.25,5.9,7.17,6.04,0.1,1.24,7.66,1.32,171.993
0.52,7.91,4.01,1.35,4.95,9.44,2.1,1.37,5.39,4.61,5.01,2.87,131.991
8.29,4.53,6.14,0.54,8.17,3.66,0.29,4.49,9.9,9.55,8.87,1.48,90.602
8.58,1.84,4.56,1.95,0.13,5.44,5.64,3.3,1.91,6.7,0.59,6.27,92.175
3.72,8.04,7.2,1.66,7.22,2.61,5.85,3.63,0.99,9.8,0.1,7.82,108.017
1.38,7.53,8.99,1.53,5.58,8.44,0.84,4.01,6.35,7.57,8.33,5.11,103.850
6.93,7.66,2.86,1.71,6.03,6.54,0.31,3.11,4.64,7.03,2.63,8.72,120.008
1.58,6.69,4.53,7.99,0.38,0.22,2.64,2.48,3.3,1.13,5.19,8.78,90.944
7.87,4.26,9.58,2.17,9.35,9.63,2.99,6.17,7.04,6.44,0.11,1.33,177.990
5.22,3.95,4.52,3.28,9.69,5.81,7.61,7.28,3.22,8.42,2.74,4.03,97.508
5.42,9.43,3.2,9.12,8.09,7.08,1.89,7.37,6.11,6.4,3.32,6.55,133.818
9.88,9.98,9.84,9.66,1.97,1.82,8.28,9.09,3.42,4.35,9.19,3.1,115.282
4.3,0.96,0.75,9.2,1.46,8.63,8.77,6.14,3.37,8.3,5.85,6.92,64.295
5.6,7.74,8.86,7.93,0.08,2.21,8.14,7.54,7.04,4.86,3.12,2.37,98.034
3.17,7.81,4.58,3.34,0.36,8.74,6.96,4.12,4.9,6.03,5.16,2.29,95.044
9.23,0.71,5.22,1.4,8.24,9.69,5.73,8.07,8.0,5.35,4.16,7.27,89.399
1.55,5.73,1.85,3.25,5.39,3.36,3.12,2.72,0.8,6.27,4.99,8.09,81.301
8.76,4.4,2.17,3.98,4.14,6.39,5.12,9.37,4.79,1.73,4.82,2.41,105.666
6.8,4.2,5.03,6.22,5.23,2.27,0.31,0.82,6.23,6.77,4.43,9.09,107.595
7.29,7.65,0.01,5.7,0.71,2.9,9.17,3.21,1.18,1.34,1.42,4.04,119.155
5.59,2.72,6.08,0.84,5.55,1.25,0.86,5.53,7.56,6.16,2.28,2.79,87.490
6.94,5.56,9.17,5.22,5.4,6.38,5.29,4.99,7.72,9.4,6.76,9.31,88.958
8.19,4.27,9.36,3.91,0.28,3.57,3.84,8.13,7.81,0.26,8.54,6.91,83.347
6.66,2.6,7.38,3.78,4.01,9.53,0.05,6.13,4.09,4.3,6.64,6.2,123.896
2.09,8.62,9.19,7.55,4.81,0.71,5.12,9.6,0.3,5.7,0.66,0.96,147.583
4.82,5.63,1.64,5.66,6.34,6.87,6.42,1.12,4.64,7.69,1.68,3.7,122.614
6.02,0.98,3.11,7.38,4.49,7.52,7.01,0.72,2.99,5.19,3.15,9.47,103.400
5.11,1.12,5.53,6.94,8.58,0.18,4.15,8.73,2.54,2.0,8.35,0.13,106.023
8.36,8.92,2.25,8.35,7.33,6.53,6.17,0.99,8.07,9.76,0.18,0.45,162.920
0.5,9.05,3.37,1.89,1.6,8.09,1.57,9.56,3.32,0.19,2.96,5.25,107.221
0.39,7.85,1.54,2.52,3.94,5.17,6.14,0.81,7.16,9.05,6.74,1.36,68.490
5.14,6.78,7.36,2.26,8.9,0.84,2.48,5.29,1.45,4.93,8.31,0.01,139.208
9.6,7.17,3.81,8.66,4.1,8.34,2.83,5.8,1.73,8.15,5.97,6.7,133.675
8.84,0.99,1.18,5.09,4.1,5.92,6.46,6.21,4.2,0.76,0.01,2.4,130.339
5.85,2.99,1.72,8.78,8.79,1.12,4.67,6.77,0.48,6.37,4.08,9.54,91.664
8.46,0.01,9.19,2.87,5.64,1.38,9.28,5.89,0.87,8.34,3.76,6.34,79.901
5.46,3.52,7.99,9.36,7.8,7.1,3.13,5.25,1.1,3.56,3.82,0.9,232.151
4.63,8.54,0.6,9.02,4.58,8.11,8.07,6.77,6.71,0.44,5.4,0.88,125.504
8.43,4.67,1.7,4.23,8.62,8.84,3.67,4.84,7.56,6.52,6.71,7.78,98.409
1.74,7.13,4.31,8.47,4.23,2.03,7.58,5.55,4.52,5.67,7.48,1.72,85.824
2.83,7.33,8.18,2.73,9.93,9.39,0.16,6.51,4.41,7.26,9.02,5.7,122.172
